,Recall,PositiveRating,PerfRatio,Impact,Asian,Black,White,5_o_Clock_Shadow,Bald,Bangs,Blond_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,Male,Mustache,No_Beard,Sideburns,Wearing_Hat,Wearing_Lipstick,Wearing_Necktie,Young,top,right,bottom,left,Old,Masculine,Baby-faced,Competent,Attractive,Energetic,Well-groomed,Intelligent,Honest,Generous,Trustworthy,Confident,Rich,Dominant,NewsID,Market % of US,% Af-Am,% Hispanic,% Asian,Gender_Annotated,Race_Annotated
00023-FOX_8-Julie_Grant.png.jpg,0.4279661017,0.495049505,2.94,21,-5.6794453882874,-5.52539036809897,2.45225083513139,-13.7951985500598,-21.9099863583606,-4.51494922952317,-4.07573188083112,-4.2646978347619,-7.87222273060185,-7.29939368066522,-4.01142806998328,-17.2038474513735,-12.8143738259102,1.34695342145694,-11.0870500494606,-16.1462878107496,10.9486158143387,-15.494654308086,-4.87476098493017,2.18369488309007,-12.4573611425275,3.90051356088928,19,266,242,43,-0.351040867574967,-0.3346800443182,0.23591201761685,-0.192146835696417,-0.148918894903195,0.152140309800072,-0.085144334278211,0.031505008384855,0.062883110248549,0.055547125365971,-0.028256142599456,-0.145892163706865,-0.146608324432014,-0.217391710630143,2,0.61%,20.89%,5.84%,1.72%,Female,White
00024-FOX_8-Neill_McNeill.png.jpg,0.8193384224,0.7236024845,8.32,59,-7.97738759330929,-7.22091677560786,6.31487801773278,-3.54867223415153,-1.31860178062163,-8.20467318621572,-1.12967260912755,-8.03146585859745,-2.28109061504797,-1.83015280206041,-3.47719762970805,-6.74068695252675,2.59459001416151,-12.7140655604866,10.3210519516639,-7.20718589193025,4.07016560135775,-7.90627589434211,-9.95952784012686,-11.8348739720959,1.04761964643751,-2.94961092056844,36,262,222,77,0.277605371211215,-0.039046687657606,-0.174854309107246,0.002181549285582,0.026422526232762,-0.06483480430993,0.013611460032566,0.093399055693103,0.079935318017003,-0.008509397669258,0.068170216509794,-0.038758533181844,0.099702394516748,0.00509459144847,2,0.61%,20.89%,5.84%,1.72%,Male,White
00026-FOX2-Julie_Haener.png.jpg,0.7715133531,0.6692307692,7.57,52,-10.0204135525955,-5.42586578435878,5.92696887671941,-11.9588368972419,-12.4911639635434,-2.18819083528423,1.68573552340336,-5.96925642484813,-7.69093468440982,-6.89342859646292,-7.04700489643022,-11.9408235099319,-6.58934007697483,1.32336885554425,-7.18612788992438,-10.7372832964702,6.71209103032423,-12.1796457034261,-7.22240800414377,2.85687444047126,-11.295136027679,0.692672145343256,36,262,222,77,0.090457718781842,0.061405895808311,-0.133427295552452,-0.014039372989192,0.096590780291605,0.272882366358166,0.100131575850098,0.049470534107254,-0.038187340524369,-0.078180244239771,-0.066017750337584,0.118181463928045,-0.010882631678318,0.142722420666953,2,2.18%,7.50%,17.19%,21.97%,Female,White
00027-FOX2-Gasia_Mikaelian.png.jpg,0.6735905045,0.6387665198,6.59,43,-2.79846062731273,-4.12050364307975,0.121437266339842,-9.02676534304717,-13.4662111816408,-0.669437117882016,-7.34453186119197,0.538586612386071,-5.45709580793822,-4.78466199628893,-7.38272403434985,-11.4154296654843,-12.494465319253,1.62127977735098,-5.39067166959491,-14.8035836521095,7.70692116873268,-14.9964940607832,-4.00636397200612,2.60364367364746,-7.02656372145382,2.73242724998741,19,266,242,43,-0.374335393872194,-0.221064344056297,0.264782302330334,-0.118484129830986,0.033788649975959,0.225358798236922,0.122296688024543,-0.043857414217275,0.041362258983305,0.102972255446477,0.030096070939511,0.003857328539775,-0.140582855972501,-0.135010283953902,2,2.18%,7.50%,17.19%,21.97%,Female,White
00028-KCNC-Jim_Benemann.png.jpg,0.7538461538,0.5306122449,2.95,40,-9.20531348662931,-8.92009772595888,6.71194522934994,-3.55351066242116,-1.10359428315261,-7.8133158555048,-6.14251402501922,0.237080058351169,-0.795907087510096,-0.099548245677896,-5.25031046638858,-7.43715949210272,0.406907817746215,-11.7083682854873,10.9265566299191,-6.62434900716706,5.22435111203933,-7.94535539679302,-6.10699524377877,-11.2173829937957,0.63038767839909,-4.58753670428808,19,266,242,43,-0.071049521273973,0.349481696050642,-0.028087388057939,-0.030426768626421,0.217992760222607,0.137771036757576,0.029821890688951,-0.079027308584823,-0.083783117053424,-0.013462691478266,-0.028771872789407,0.221424621280616,0.011663162891238,0.26250377583651,2,1.38%,4.38%,15.55%,2.77%,Male,White
00029-KCNC-Karen_Leigh.png.jpg,0.4892307692,0.4842767296,2.66,24,-7.76141206073435,-5.93977448060686,3.79218279070614,-9.57214420553498,-10.8844880882859,-5.44645689473016,-3.31718130582681,-6.16144581528089,-5.78616985721336,-6.92022913975459,-10.5972445272458,-12.6998255750567,-9.50596665955883,-0.3037428250284,-7.52967564455758,-15.0109507188743,9.15109133426557,-13.5182029567081,-4.43511725399567,0.812458557461081,-6.80531334179568,1.74673889576083,36,262,222,77,-0.426174638631251,0.102705556851482,0.133026887114202,-0.096645509472429,0.185556386990595,0.421855020933564,0.076727001754096,-0.141183852526861,-0.046558911087984,-0.030351901578539,-0.05157805199146,0.212004539945245,-0.164560019430465,0.071393143576811,2,1.38%,4.38%,15.55%,2.77%,Female,White
00030-KENS-Barry_Davis.png.jpg,0.3995677818,0.5862405346,2.85,23,-9.90467848261082,-6.62425216314035,3.77127216547273,-3.04762431134155,-4.09799339447614,-7.33354077035446,-4.57599389234734,-9.31823643517717,-1.74449660386434,-1.27722612501902,-12.2636765927616,-8.42349150594457,-1.56343216688277,-12.9159837533979,9.67670218289459,-10.751669563851,4.67193570686475,-7.97389751897564,-2.85628743458964,-11.2663822238006,-0.842712544198725,-1.14807413261065,36,262,222,77,-0.14465443550702,0.210582260602282,-0.213351985469719,0.045601767238408,0.110297590094813,-0.004298011532893,0.118454835406641,-0.102231633693161,-0.028979969123487,-0.073394085749764,-0.0489077131752,0.165291422411257,0.040812375556222,0.15053055191391,2,0.77%,7.64%,50.72%,2.38%,Male,White
00031-KENS-Sarah_Forgany.png.jpg,0.5809245446,0.6071381631,3.27,35,-5.49748461781983,-4.00183102896795,0.053849944350006,-9.86640918498604,-17.8026484943776,-1.86699391233221,-6.96253228707007,-2.41663089211772,-7.27328232523383,-7.31615214330172,-8.74920235432031,-13.0654357309661,-12.7029667333038,1.77156240950417,-9.73593152693362,-12.1801682992357,9.12692827640998,-12.8618378229575,-2.37055684373264,2.71915473819141,-9.85058631990948,4.72770026658101,36,262,222,77,-0.289776243279772,-0.351988011190995,0.417860027968947,-0.142261264203276,-0.011774125271735,0.1556492173629,0.005689053797823,-0.016553921428843,0.098466840220513,0.110609184667503,0.02066583856482,-0.098649643745423,-0.095941123455342,-0.228845457557743,2,0.77%,7.64%,50.72%,2.38%,Female,White
00032-KENS-Karen_Grace.png.jpg,0.6323335433,0.4765007978,1.94,30,-6.23959025738785,-6.73852861570126,2.71481698835183,-15.3316736547446,-14.75273405913,-6.14560859413163,-3.27742864944874,-5.64506766050291,-4.78691141648318,-4.81323271738974,-10.6041244303401,-13.6449647962465,-9.35727962320876,4.06568707713428,-10.5114838213947,-14.4620271259241,9.89298751950861,-12.8622558887803,-7.39104752032715,5.18690769651642,-13.1631462938208,5.01026345535859,36,262,222,77,-0.4729551384753,-0.188088333430989,0.38913504019786,-0.235641642102777,0.086382053736018,0.358987634123041,0.124501072357793,-0.060782665731764,-0.051171820796065,0.031926256369006,-0.13135510973101,0.059174985194881,-0.11030827765982,-0.069205244377782,2,0.77%,7.64%,50.72%,2.38%,Female,White
00033-KENS-Deborah_Knapp.png.jpg,0.6855353064,0.6094353632,3.69,42,-5.06945751502546,-6.60512524665259,3.12493188784158,-12.8388455319443,-14.6881302970837,1.15176180568506,0.665055173126321,-6.86050383746621,-7.28250893237325,-6.01183476014695,-7.74209294000466,-15.4576367952045,-7.42080849226918,1.79548411504655,-8.51114827534173,-13.7188551849729,9.30940448449951,-14.4244763945329,-5.15014205071008,3.15159319373671,-11.6401704258741,0.244144702904761,36,262,222,77,-0.157003451311675,-0.189407922370705,0.282306506853613,-0.037658442100934,0.190080090457724,0.401511409605093,-0.013264530899243,0.055115451847808,0.085198909969411,0.056039562081864,0.117660641581385,0.01596269477728,-0.123473171993023,-0.092172709002893,2,0.77%,7.64%,50.72%,2.38%,Female,White
00034-KENS-Sarah_Lucero.png.jpg,0.7223559133,0.582216375,3.5,42,-5.40562165850414,-1.77320433333948,-1.24681482396584,-11.1936311779645,-14.4402436316819,-3.59124010147793,-5.2033559607432,-4.23657301045727,-7.02513723512552,-6.16443413716116,-9.39139196863288,-14.9194068739195,-9.43072106263831,1.22489064734691,-5.96383027863682,-14.8064359436435,10.4300561988972,-14.5138500401541,-4.9930203460371,2.08766128250119,-10.3145557656888,2.04047289471519,36,262,222,77,-0.222390324350702,-0.051096017319803,0.050506209345663,0.024628761115419,0.213122876710658,0.450664962453585,0.172239050298078,0.012564769506887,0.038734348438807,0.022639967166027,0.053112616861363,0.190485824506634,0.024087719779806,0.062004580121807,2,0.77%,7.64%,50.72%,2.38%,Female,Hispanic
00037-KENS-Vinnie_Vinzetta.png.jpg,0.2053899905,0.5391830039,2.33,11,-9.20124330026784,-10.0250839771889,4.56980279647745,-0.907148814243558,-8.64682692966174,-6.85898813407217,-4.19560546649286,-3.4506936260141,-3.54436466367186,-2.06246160732099,-13.4289769043083,-7.97541715163668,-4.70004372328471,-7.49170243620366,4.88559322268719,-9.10990068342104,2.97180002027861,-7.62530432682154,-6.37762284281805,-6.6884479024184,-1.13809758352354,1.87840406334304,19,266,242,43,-0.28255012428764,-0.144772966175279,0.307340022114238,-0.117538753250917,0.087430561846261,0.088715211307572,-0.060853035334309,-0.136340181498436,-0.024699027752779,0.027368409414125,0.025198464777415,-0.030948789422256,-0.117712637298466,-0.063088107745545,2,0.77%,7.64%,50.72%,2.38%,Male,White
00038-KENS-Mat_Garcia.png.jpg,0.5813608752,0.4916157662,2.37,29,-5.41923347992139,-8.95998651029479,0.557888702696998,-1.73800255371195,-9.32427330369272,-4.76937164020097,-7.1139196884389,2.80856895193381,-3.13417027044542,-3.1673661064965,-7.1285851750433,-5.64825531769809,-5.26221206289554,-6.32175617226119,6.40403003592125,-5.45604149475805,2.54416202362287,-5.50818106322477,-6.19277547893248,-5.17343529522455,-1.66782863835771,1.65016612367284,36,262,222,77,-0.150245553594128,0.093787296299804,-0.063301547181648,-0.003700979707113,0.117484135575314,0.017366931015239,0.196862352613534,0.032216260576873,-0.155240999801661,-0.089817408414764,-0.132976111565703,0.111228764940411,0.078130262317166,0.124215497098216,2,0.77%,7.64%,50.72%,2.38%,Male,Hispanic
00039-KENS-Danielle_Saar.png.jpg,0.3379418972,0.5330919497,2.1,18,-4.955324775856,-7.96616679292336,1.41682433371824,-12.548018259951,-17.4900816793204,-4.83523327024478,-7.10515754454691,-6.04011997538019,-8.61601906406717,-9.40181295201515,-12.9742085847406,-16.655777690224,-12.4903848962739,1.75628581288549,-9.2848024452106,-16.7161888406157,11.289207853377,-15.6000525533802,-6.90618064657247,3.18074825757832,-9.41357444541882,3.57763608214782,36,262,222,77,-0.587790686791049,-0.104485677202922,0.287558911084824,-0.167600726100081,0.05053256154103,0.226559620930604,0.019043413819744,-0.134195342461504,0.063674314024862,0.014040403781589,0.046701345892859,-0.031077861276026,-0.264245422879952,-0.110138846961186,2,0.77%,7.64%,50.72%,2.38%,Female,White
00041-KENS-Jeff_Goldblatt.png.jpg,0.4561489968,0.5161462647,3.1,24,-5.7369843202784,-6.27271288327874,4.82439062493415,-3.40073889579977,-3.61584463806531,-8.97258128862523,-7.81131935228086,0.442557035810946,-5.5719162153632,-4.14048021614807,-10.24706245599,-9.75074456378208,-6.47044818218559,-9.03154150479478,7.62598422875386,-10.9950060689175,5.4175724031417,-9.14636152667112,-8.26244674195173,-7.78349281774334,-0.929191769178942,-0.286425129070672,36,262,222,77,0.021471220494617,0.360810405180153,-0.293330562813747,0.149372746470218,0.200311949748011,0.195716547145127,0.040712714808181,0.037568205077921,-0.178747824867619,-0.126366024944682,-0.126160070269592,0.210598699139721,-0.010260826350175,0.301209066299969,2,0.77%,7.64%,50.72%,2.38%,Male,White
00042-KENS-Stacia_Willson.png.jpg,0.3940014789,0.5506084236,2.39,22,-6.72033794917554,-4.76044329920107,2.31161592872156,-15.4590651853502,-15.2293285366053,-2.50890414118132,-1.21911681014403,-6.12505218490652,-6.06567963854452,-4.07166187663345,-9.9104277234868,-20.6427514279231,-8.32391868693941,2.45128407590115,-9.40261398455163,-19.8771854992096,11.4051667296152,-16.5786764609142,-6.3701981839432,3.76153468564363,-12.4567191274887,0.601531224838333,43,266,266,43,-0.266030927369437,-0.03492858412993,0.075956339487312,-0.153585451108508,0.080710110223927,0.167649660209806,0.002119029073174,-0.028045683028324,-0.058720585394853,-0.02390881207182,-0.079591967615859,0.071071089379941,-0.059560387566897,0.036063369955606,2,0.77%,7.64%,50.72%,2.38%,Female,White
00043-KENS-Mayra_Moreno.png.jpg,0.3700084927,0.5465073919,4.07,20,0.124688896083277,-4.8689089220539,-1.5519821453651,-10.6262476186531,-18.0364808088501,-6.05309933656091,-6.56596793944498,-0.386300402436817,-6.17323700561659,-6.45308588663062,-7.42178077271544,-15.0037467314865,-9.8203659301727,4.14777765652803,-8.40067094244252,-15.0785825593335,9.95996345067402,-14.129377966116,-6.04325766253613,5.21515109515913,-10.2310752285753,5.39394250076329,43,266,266,43,-0.461945562154917,-0.252302052252359,0.347100488427812,-0.25540082928927,-0.144348989118256,0.189137915191665,0.026642705737228,-0.07570042125622,-0.110499073490133,0.075308980447408,-0.157647625384984,0.017249786685146,-0.101352686588214,-0.078969791289069,2,0.77%,7.64%,50.72%,2.38%,Female,Hispanic
00044-KENS-Phil_Anaya.png.jpg,0.2744720378,0.4880465402,1.94,13,-7.93945554621924,-8.78138910332187,3.82460692033388,-0.191125499411046,-6.66243562356077,-5.86446478917102,-5.43386683643156,-2.80093887514496,-5.16967055223189,-4.37529379465213,-10.4344221216389,-5.88280791800379,-4.44654419536391,-9.1112843924338,9.09932083608113,-5.929727956068,1.81167578117978,-4.79534367280733,-2.36994616256687,-7.7725540077428,-1.84075451389757,2.03759072085452,19,266,242,43,-0.422181414147067,0.044555892583209,0.250135258680293,-0.072402516532641,0.325178278396948,0.324814185010936,0.043044696909916,-0.087321595296212,-0.042697141009381,0.01753811447933,0.015889090526249,0.173687280395541,-0.057936699330228,0.07523666839432,2,0.77%,7.64%,50.72%,2.38%,Male,White
00045-KETV-Amanda_Crawford.png.jpg,0.4236111111,0.6010928962,5.24,25,-6.54042583171292,-5.21902278985291,1.97678747527003,-12.9164939765228,-15.1812344422281,-7.00001167536482,-3.12258757980842,-7.00453305785339,-4.61945789292945,-5.02001563687106,-7.64752251818624,-17.5990423905164,-9.9012416225153,0.776291211230199,-8.00942592177696,-15.1988490156413,8.95205145347489,-13.3196847693632,-6.30255097693238,2.40064397653116,-11.5370421181155,1.633016522133,36,262,222,77,-0.254626022870686,-0.262560845763243,0.33708621377049,-0.176778892566695,-0.055756170211954,0.181753817828443,0.024126729807231,-0.063501253157122,-0.02549875910433,-0.060046187785349,-0.040645179048479,-0.145121336221104,-0.213673292780119,-0.192059964945082,2,0.36%,1.69%,2.54%,0.89%,Female,White
